drug_name,num_prescriber,total_cost
PANTOPRAZOLE SODIUM,1,278
CLOPIDOGREL,1,278
LEVOFLOXACIN,1,278
HYDROMORPHONE HCL,1,278
FLUOXETINE HCL,1,278
DILTIAZEM 24HR CD,1,277
PRAVASTATIN SODIUM,1,277
FUROSEMIDE,1,277
WARFARIN SODIUM,1,277
LOPERAMIDE,1,277
LORAZEPAM,1,277
FLUTICASONE PROPIONATE,1,277
NYSTATIN,1,276
DONEPEZIL HCL,1,276
POTASSIUM CHLORIDE,1,276
NITROFURANTOIN,1,276
DOXAZOSIN MESYLATE,1,276
VALACYCLOVIR,1,276
IRBESARTAN,1,276
NAPROXEN,1,276
PRIMIDONE,1,276
TRAZODONE HCL,1,276
AMLODIPINE BESYLATE,1,276
LORAZEPAM,1,275
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,275
DOXYCYCLINE MONOHYDRATE,1,275
INSULIN SYRINGE,3,275
PAROXETINE HCL,1,275
GABAPENTIN,1,275
VENLAFAXINE HCL ER,1,275
LOVASTATIN,1,275
SERTRALINE HCL,1,275
LACTULOSE,1,274
BENAZEPRIL HCL,1,274
ZOLPIDEM TARTRATE,1,274
PENICILLIN V POTASSIUM,1,274
TOPIRAMATE,1,274
JANTOVEN,1,273
OMEPRAZOLE,1,273
SPIRONOLACTONE,1,273
METOPROLOL TARTRATE,1,273
IPRATROPIUM-ALBUTEROL,1,273
TRAZODONE HCL,1,273
PANTOPRAZOLE SODIUM,1,272
DICYCLOMINE HCL,1,272
IBUPROFEN,1,272
METOPROLOL SUCCINATE,1,272
TRAMADOL HCL,1,272
PREDNISONE,1,272
ATENOLOL,1,272
INDOMETHACIN,1,272
LEVOCETIRIZINE DIHYDROCHLORIDE,1,271
LITHIUM CARBONATE,1,271
INSULIN SYRINGE,3,271
LOVASTATIN,2,271
DOXEPIN HCL,1,271
NITROGLYCERIN PATCH,1,271
AMLODIPINE BESYLATE-BENAZEPRIL,1,271
AMLODIPINE BESYLATE,1,271
NITROSTAT,1,271
PAROXETINE HCL,1,270
ONDANSETRON HCL,1,270
LEVETIRACETAM,1,270
SUMATRIPTAN SUCCINATE,1,270
FUROSEMIDE,1,270
ALENDRONATE SODIUM,1,270
PANTOPRAZOLE SODIUM,1,270
HYDRALAZINE HCL,1,270
METHYLPREDNISOLONE,1,270
QUETIAPINE FUMARATE,1,270
WARFARIN SODIUM,1,270
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,269
NITROFURANTOIN MONO-MACRO,1,269
RANITIDINE HCL,1,269
TRAZODONE HCL,1,269
CIPROFLOXACIN HCL,1,269
PRAZOSIN HCL,1,269
AZITHROMYCIN,1,269
IRBESARTAN,1,268
SUMATRIPTAN SUCCINATE,1,268
PANTOPRAZOLE SODIUM,1,268
PANTOPRAZOLE SODIUM,1,268
ZOLPIDEM TARTRATE,1,268
CLOPIDOGREL,1,268
AMOXICILLIN-CLAVULANATE POTASS,1,268
HYDROCODONE-ACETAMINOPHEN,1,268
PEG 3350-ELECTROLYTE,1,268
CLONAZEPAM,1,267
ATORVASTATIN CALCIUM,1,267
TRAZODONE HCL,1,267
CIPROFLOXACIN HCL,1,267
BENZTROPINE MESYLATE,1,267
FINASTERIDE,1,267
ALENDRONATE SODIUM,1,267
MELOXICAM,1,267
INSULIN SYRINGE,1,266
MELOXICAM,1,266
FUROSEMIDE,1,266
PHENOBARBITAL,1,266
CLONIDINE HCL,1,266
TRAZODONE HCL,1,266
QUETIAPINE FUMARATE,1,266
LITHIUM CARBONATE,1,266
VERAPAMIL ER,1,266
SERTRALINE HCL,1,266
FUROSEMIDE,1,265
ESTRADIOL,1,265
TRIAMCINOLONE ACETONIDE,1,265
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,265
POLYETHYLENE GLYCOL 3350,1,265
TRAZODONE HCL,1,264
ALENDRONATE SODIUM,1,264
PROMETHAZINE HCL,1,264
ALLOPURINOL,1,264
DONEPEZIL HCL,1,264
OFLOXACIN,1,264
OLANZAPINE,1,264
CIPROFLOXACIN HCL,1,264
INSULIN SYRINGE,3,264
ALPRAZOLAM,1,264
HYDROMORPHONE HCL,1,263
FUROSEMIDE,1,263
CILOSTAZOL,1,263
HYDROCODONE-ACETAMINOPHEN,1,263
AZITHROMYCIN,1,263
MECLIZINE HCL,1,263
METOPROLOL SUCCINATE,1,263
IBUPROFEN,1,262
BACLOFEN,1,262
LOSARTAN POTASSIUM,1,262
TRAMADOL HCL,1,262
HYDROCHLOROTHIAZIDE,1,262
NAPROXEN,1,262
SERTRALINE HCL,1,262
GLIPIZIDE,1,262
FLUTICASONE PROPIONATE,1,261
ESTRADIOL,1,261
AMOXICILLIN,1,261
ESCITALOPRAM OXALATE,1,261
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,260
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,260
GLIPIZIDE XL,1,260
CIPROFLOXACIN HCL,1,260
KLOR-CON M10,1,260
LOSARTAN POTASSIUM,1,260
RANITIDINE HCL,1,260
FLUTICASONE PROPIONATE,1,260
SUCRALFATE,1,260
AZITHROMYCIN,1,259
NYAMYC,1,259
OXYCODONE HCL,1,259
LEVOTHYROXINE SODIUM,1,259
GLIPIZIDE,1,259
DIGOXIN,1,259
PROPRANOLOL HCL,1,259
DICLOFENAC SODIUM,1,259
ROPINIROLE HCL,1,259
MELOXICAM,1,259
CITALOPRAM HBR,1,258
LORAZEPAM,1,258
AMITRIPTYLINE HCL,1,258
HYDROCODONE-ACETAMINOPHEN,1,258
NORTRIPTYLINE HCL,1,258
PEN NEEDLE,1,258
LEVETIRACETAM,1,258
DILTIAZEM HCL,1,257
SPIRONOLACTONE,1,257
ALPRAZOLAM,1,257
WARFARIN SODIUM,1,257
OXYCODONE-ACETAMINOPHEN,1,257
MECLIZINE HCL,1,257
AMLODIPINE BESYLATE-BENAZEPRIL,1,257
DONEPEZIL HCL,1,257
HYDRALAZINE HCL,1,257
LEVOBUNOLOL HCL,1,257
METHYLPREDNISOLONE,1,257
DONEPEZIL HCL,1,256
METHYLPREDNISOLONE,1,256
DILTIAZEM HCL,1,256
DILTIAZEM ER,1,256
LOPERAMIDE,1,256
TAMOXIFEN CITRATE,1,256
LOVASTATIN,1,256
DOXYCYCLINE MONOHYDRATE,1,256
QUETIAPINE FUMARATE,1,256
GLIPIZIDE ER,1,255
RANITIDINE HCL,1,255
ZOLPIDEM TARTRATE,1,255
OXYCODONE-ACETAMINOPHEN,2,255
GABAPENTIN,1,254
METOCLOPRAMIDE HCL,1,254
DICYCLOMINE HCL,1,254
CLINDAMYCIN HCL,1,254
DILTIAZEM HCL,1,254
PREDNISONE,1,254
DICYCLOMINE HCL,1,254
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,254
ALENDRONATE SODIUM,1,254
ATORVASTATIN CALCIUM,1,254
METOPROLOL SUCCINATE,1,254
FLUTICASONE PROPIONATE,1,254
METFORMIN HCL,1,254
MELOXICAM,1,253
SPIRONOLACTONE,1,253
CLONIDINE HCL,1,253
LOSARTAN POTASSIUM,1,253
GENTAK,1,253
CARISOPRODOL,1,253
AMLODIPINE BESYLATE,1,253
FLUTICASONE PROPIONATE,1,252
CLONAZEPAM,1,252
NAPROXEN,1,252
ZONISAMIDE,1,252
HYDROCHLOROTHIAZIDE,1,252
TAMSULOSIN HCL,1,252
LISINOPRIL,1,252
BRIMONIDINE TARTRATE,1,252
FUROSEMIDE,1,252
HYDROCODONE-ACETAMINOPHEN,1,252
IRBESARTAN-HYDROCHLOROTHIAZIDE,1,251
AZITHROMYCIN,1,251
CARVEDILOL,1,251
MELOXICAM,1,251
AMOXICILLIN,1,251
FLUOXETINE HCL,1,251
HYDROXYZINE HCL,1,251
TRIMETHOPRIM,1,251
SUMATRIPTAN SUCCINATE,1,250
CITALOPRAM HBR,1,250
CHLORHEXIDINE GLUCONATE,1,250
DICYCLOMINE HCL,1,250
ZOLPIDEM TARTRATE,1,249
DICLOFENAC SODIUM,1,249
HALOPERIDOL,1,249
CLOPIDOGREL,1,249
TEMAZEPAM,1,249
LOVASTATIN,1,249
ALENDRONATE SODIUM,1,249
LEVOTHYROXINE SODIUM,1,249
METOPROLOL SUCCINATE,1,248
NIFEDIPINE ER,1,248
HYDROCHLOROTHIAZIDE,1,248
NITROSTAT,1,248
PANTOPRAZOLE SODIUM,1,248
CITALOPRAM HBR,1,248
ALLOPURINOL,1,248
CLOPIDOGREL,1,248
SELENIUM SULFIDE,1,248
PRENATAL PLUS,1,247
METOPROLOL TARTRATE,1,247
FINASTERIDE,1,247
TRAMADOL HCL,1,247
SUMATRIPTAN SUCCINATE,1,247
HYDROCODONE-ACETAMINOPHEN,1,247
LISINOPRIL,1,247
MELOXICAM,1,247
ALENDRONATE SODIUM,1,246
MECLIZINE HCL,1,246
PANTOPRAZOLE SODIUM,1,246
SIMVASTATIN,1,246
FAMOTIDINE,1,246
BUPROPION HCL SR,1,246
NIFEDICAL XL,1,246
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,246
METHIMAZOLE,1,246
SOTALOL,1,245
AMIODARONE HCL,2,245
TRIAMTERENE-HYDROCHLOROTHIAZID,1,245
ACETAMINOPHEN-CODEINE,1,245
PHENOBARBITAL,1,245
RANITIDINE HCL,1,245
TRIAMCINOLONE ACETONIDE,1,245
VENLAFAXINE HCL ER,1,245
TEMAZEPAM,1,245
MELOXICAM,1,245
HYDROCODONE-ACETAMINOPHEN,1,244
SERTRALINE HCL,1,244
METRONIDAZOLE,1,244
BACLOFEN,1,243
IBUPROFEN,1,243
GLIPIZIDE,1,243
AZITHROMYCIN,1,243
AMIODARONE HCL,1,243
LACTULOSE,1,243
HYDROCORTISONE,1,243
METOPROLOL TARTRATE,1,243
DONEPEZIL HCL,1,243
HYDROCODONE-ACETAMINOPHEN,1,242
GABAPENTIN,1,242
GLYBURIDE,1,242
TRIAMTERENE-HYDROCHLOROTHIAZID,1,242
DONEPEZIL HCL,1,242
ENALAPRIL MALEATE,1,242
MUPIROCIN,1,242
SPIRONOLACTONE,1,242
IBUPROFEN,1,242
CEPHALEXIN,1,242
CLINDAMYCIN HCL,1,241
GLIPIZIDE,1,241
GLIMEPIRIDE,1,241
TRIAMCINOLONE ACETONIDE,1,241
CEPHALEXIN,1,241
ENALAPRIL MALEATE,1,241
CITALOPRAM HBR,1,241
ALENDRONATE SODIUM,1,240
RANITIDINE HCL,1,240
VALSARTAN-HYDROCHLOROTHIAZIDE,1,240
FLUTICASONE PROPIONATE,1,240
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,240
CITALOPRAM HBR,1,240
CLONAZEPAM,1,240
VENLAFAXINE HCL ER,1,240
BUSPIRONE HCL,1,240
GEMFIBROZIL,1,240
PREDNISONE,1,240
TAMSULOSIN HCL,1,240
PANTOPRAZOLE SODIUM,1,239
GAVILYTE-G,1,239
OLANZAPINE,1,239
POTASSIUM CHLORIDE,1,239
AMOXICILLIN-CLAVULANATE POTASS,1,239
METHYLPREDNISOLONE,1,239
CLONIDINE HCL,1,239
LOSARTAN POTASSIUM,1,239
ESCITALOPRAM OXALATE,1,239
NITROSTAT,1,239
TORSEMIDE,1,239
METHYLPREDNISOLONE,1,239
VALACYCLOVIR,1,239
HYDROCHLOROTHIAZIDE,1,238
DEXAMETHASONE,1,238
OXYCODONE-ACETAMINOPHEN,1,238
VERAPAMIL HCL,1,238
CIPROFLOXACIN HCL,1,238
ISOSORBIDE MONONITRATE,1,238
QUINAPRIL HCL,1,238
ALLOPURINOL,1,237
LEVOFLOXACIN,1,237
QUINAPRIL HCL,1,237
BUSPIRONE HCL,1,237
CITALOPRAM HBR,1,237
CLINDAMYCIN HCL,1,237
ATENOLOL,1,237
ATENOLOL,1,237
LAMOTRIGINE,1,237
BENAZEPRIL HCL,1,237
BENAZEPRIL HCL,1,236
METFORMIN HCL ER,1,236
FLUOXETINE HCL,1,236
PAROXETINE HCL,1,236
PANTOPRAZOLE SODIUM,1,236
MIRTAZAPINE,1,236
RANITIDINE HCL,1,236
NABUMETONE,1,236
ALPRAZOLAM,1,236
GLIMEPIRIDE,1,236
METHYLPREDNISOLONE,1,236
ESCITALOPRAM OXALATE,1,235
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,235
MELOXICAM,1,235
KLOR-CON M20,1,235
METHADONE HCL,1,235
VENLAFAXINE HCL ER,1,235
FUROSEMIDE,1,235
CITALOPRAM HBR,1,234
LOSARTAN-HYDROCHLOROTHIAZIDE,1,234
MECLIZINE HCL,1,234
ARMOUR THYROID,1,234
DONEPEZIL HCL,1,234
CITALOPRAM HBR,1,233
CARVEDILOL,1,233
ACYCLOVIR,1,233
TRAZODONE HCL,1,233
METOPROLOL TARTRATE,1,233
ALCOHOL PREP PADS,1,233
FAMOTIDINE,1,233
LOSARTAN POTASSIUM,1,233
SURE COMFORT ALCOHOL,1,233
RAMIPRIL,1,232
DONEPEZIL HCL,1,232
ISOSORBIDE MONONITRATE ER,1,232
BUMETANIDE,1,232
CLOPIDOGREL,1,232
HYDROCHLOROTHIAZIDE,1,232
LOSARTAN-HYDROCHLOROTHIAZIDE,1,232
VALPROIC ACID,1,231
BUPROPION HCL SR,1,231
VERAPAMIL ER,1,231
TRAZODONE HCL,1,231
ONDANSETRON HCL,1,231
PRIMIDONE,1,231
CIMETIDINE,1,231
GLIPIZIDE,1,231
QUETIAPINE FUMARATE,1,230
SERTRALINE HCL,1,230
LATANOPROST,1,230
RISPERIDONE,1,230
CLORAZEPATE DIPOTASSIUM,1,230
NITROSTAT,1,230
METFORMIN HCL,1,230
NAPROXEN,1,230
HYDROCODONE-ACETAMINOPHEN,1,230
SERTRALINE HCL,1,230
NAPROXEN,1,229
NORTRIPTYLINE HCL,1,229
METOPROLOL TARTRATE,1,229
INSULIN SYRINGE,1,229
FLUCONAZOLE,1,229
OXYBUTYNIN CHLORIDE,1,229
LOSARTAN-HYDROCHLOROTHIAZIDE,1,229
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,229
NORTRIPTYLINE HCL,1,229
DILTIAZEM 24HR ER,1,228
MELOXICAM,1,228
CEPHALEXIN,1,228
LORAZEPAM,1,228
TRAZODONE HCL,1,228
HYDROCODONE-ACETAMINOPHEN,1,228
METOPROLOL TARTRATE,1,228
ISOSORBIDE MONONITRATE ER,1,228
BUSPIRONE HCL,1,228
LEVOCETIRIZINE DIHYDROCHLORIDE,1,228
CYCLOBENZAPRINE HCL,1,227
MIRTAZAPINE,1,227
SIMVASTATIN,1,227
QUETIAPINE FUMARATE,1,227
BUPROPION HCL SR,1,227
FUROSEMIDE,1,227
OXYCODONE-ACETAMINOPHEN,1,226
OMEPRAZOLE,1,226
IBUPROFEN,1,226
AMITRIPTYLINE HCL,1,226
BUSPIRONE HCL,1,225
AZURETTE,1,225
ZOLPIDEM TARTRATE,1,225
ATENOLOL,1,225
METRONIDAZOLE,1,225
SILVER SULFADIAZINE,1,225
TRAZODONE HCL,1,225
METHOCARBAMOL,1,225
VERAPAMIL ER,1,224
LEVOCETIRIZINE DIHYDROCHLORIDE,1,224
DILTIAZEM HCL,1,224
AMITRIPTYLINE HCL,1,224
LEVOFLOXACIN,1,224
ATORVASTATIN CALCIUM,1,224
HYDROCODONE-ACETAMINOPHEN,1,223
FINASTERIDE,1,223
FLUPHENAZINE HCL,1,223
CLONAZEPAM,1,223
GLIMEPIRIDE,1,223
CEPHALEXIN,1,222
CARVEDILOL,1,222
TERAZOSIN HCL,1,222
CEPHALEXIN,1,222
CLONAZEPAM,1,222
KETOCONAZOLE,1,222
OLANZAPINE,1,222
WARFARIN SODIUM,1,222
PREDNISONE,1,222
TEMAZEPAM,1,221
KLOR-CON M10,1,221
QUINAPRIL HCL,1,221
TAMSULOSIN HCL,1,221
METOPROLOL TARTRATE,1,221
CLORAZEPATE DIPOTASSIUM,1,221
HYDROCHLOROTHIAZIDE,1,221
CITALOPRAM HBR,1,221
OXYBUTYNIN CHLORIDE,1,221
FINASTERIDE,1,221
HYDROCODONE-ACETAMINOPHEN,1,220
LACTULOSE,1,220
TAMSULOSIN HCL,1,220
BUPROPION HCL SR,1,220
INSULIN SYRINGE,1,220
CITALOPRAM HBR,1,220
BRIMONIDINE TARTRATE,1,220
POLYETHYLENE GLYCOL 3350,1,220
IRBESARTAN-HYDROCHLOROTHIAZIDE,1,220
LORAZEPAM,1,220
PRIMIDONE,1,219
TRUEPLUS INSULIN SYRINGE,2,219
ATENOLOL-CHLORTHALIDONE,1,219
DORZOLAMIDE-TIMOLOL,1,219
PROPRANOLOL HCL,1,219
LANSOPRAZOLE,1,219
ATENOLOL,1,219
GLIMEPIRIDE,1,218
GLIMEPIRIDE,1,218
GLIPIZIDE ER,1,218
DONEPEZIL HCL,1,218
DONEPEZIL HCL,1,218
RANITIDINE HCL,1,218
PROPRANOLOL HCL,1,218
TRAZODONE HCL,1,217
TOPIRAMATE,1,217
ALPRAZOLAM,1,217
NAPROXEN,1,216
GENTAMICIN SULFATE,1,216
HYDROCHLOROTHIAZIDE,1,216
ESCITALOPRAM OXALATE,1,216
FENOFIBRATE,2,216
LEVETIRACETAM,1,216
GLIPIZIDE,1,216
KETOCONAZOLE,1,216
METFORMIN HCL ER,1,216
CYCLOBENZAPRINE HCL,1,216
FINASTERIDE,1,216
RANITIDINE HCL,1,216
FLUOXETINE HCL,1,216
RANITIDINE HCL,1,215
CILOSTAZOL,1,215
GAVILYTE-G,1,215
METOPROLOL TARTRATE,1,215
ERYTHROMYCIN,1,215
PRAZOSIN HCL,1,215
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,215
TRAZODONE HCL,1,215
OXYCODONE-ACETAMINOPHEN,1,214
OXYCODONE HCL,1,214
LITHIUM CARBONATE,1,214
DOXAZOSIN MESYLATE,1,214
LEVOCETIRIZINE DIHYDROCHLORIDE,1,214
DOXAZOSIN MESYLATE,1,214
AZITHROMYCIN,1,214
FUROSEMIDE,1,214
SIMVASTATIN,1,214
TRIAMTERENE-HYDROCHLOROTHIAZID,1,214
ATENOLOL,1,213
LATANOPROST,1,213
RANITIDINE HCL,1,213
TIZANIDINE HCL,1,213
BACLOFEN,1,213
CITALOPRAM HBR,1,213
TEMAZEPAM,1,213
MUPIROCIN,1,213
METHYLPREDNISOLONE,1,213
HYDRALAZINE HCL,1,212
FAMOTIDINE,1,212
WATER,1,212
PANTOPRAZOLE SODIUM,1,212
SERTRALINE HCL,1,212
FUROSEMIDE,1,211
CARTIA XT,1,211
SPIRONOLACTONE,1,211
LEVOFLOXACIN,1,210
CLONAZEPAM,1,210
BUPROPION HCL SR,1,210
CEPHALEXIN,1,210
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,210
GLIPIZIDE,1,210
PAROXETINE HCL,1,210
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,210
IRBESARTAN,1,209
CLONAZEPAM,1,209
LOVASTATIN,1,209
LITHIUM CARBONATE,1,209
OMEPRAZOLE,1,209
CITALOPRAM HBR,1,209
VERAPAMIL ER,1,209
FAMOTIDINE,1,209
VERAPAMIL ER,1,209
BENZTROPINE MESYLATE,1,208
CLORAZEPATE DIPOTASSIUM,1,208
CLONIDINE HCL,1,208
PROPRANOLOL HCL,1,208
DIAZEPAM,1,208
PROPRANOLOL HCL,1,208
TRAMADOL HCL,1,208
GEMFIBROZIL,1,208
OMEPRAZOLE,1,208
QUETIAPINE FUMARATE,1,208
METOCLOPRAMIDE HCL,1,208
CARISOPRODOL,1,208
ATORVASTATIN CALCIUM,1,208
QUETIAPINE FUMARATE,1,208
LEVOTHYROXINE SODIUM,1,207
TRAMADOL HCL,1,207
ENALAPRIL MALEATE,2,207
AZITHROMYCIN,1,207
HYDROCODONE-ACETAMINOPHEN,1,207
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,207
PREDNISONE,1,207
ISOSORBIDE MONONITRATE ER,1,207
CILOSTAZOL,1,207
ATENOLOL,1,206
AMOXICILLIN-CLAVULANATE POTASS,1,206
FAMOTIDINE,1,206
HYDROCORTISONE,1,206
METOCLOPRAMIDE HCL,1,206
OMEPRAZOLE,1,206
IBUPROFEN,1,206
ATENOLOL,1,206
DONEPEZIL HCL,1,206
MELOXICAM,1,205
TRAZODONE HCL,1,205
ACETAMINOPHEN-CODEINE,1,205
SUMATRIPTAN SUCCINATE,1,205
GLYBURIDE,1,205
TERAZOSIN HCL,2,205
OXYCODONE HCL,1,205
FUROSEMIDE,1,205
MUPIROCIN,1,205
PRIMIDONE,1,205
TRAZODONE HCL,1,205
OMEPRAZOLE,1,205
LOPERAMIDE,1,205
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,205
LORAZEPAM,1,204
ALPRAZOLAM,1,204
LOSARTAN POTASSIUM,3,204
LEVOTHYROXINE SODIUM,1,204
CIPROFLOXACIN HCL,1,204
LACTULOSE,1,204
GEMFIBROZIL,1,204
HYDROCHLOROTHIAZIDE,1,204
RAMIPRIL,1,204
VALSARTAN-HYDROCHLOROTHIAZIDE,1,203
HYDROCHLOROTHIAZIDE,1,203
ENALAPRIL MALEATE,1,203
CLONIDINE HCL,1,203
ESCITALOPRAM OXALATE,1,203
ATORVASTATIN CALCIUM,1,203
NYSTOP,1,202
LAMOTRIGINE,1,202
ATORVASTATIN CALCIUM,1,202
CIPROFLOXACIN HCL,1,202
CLOPIDOGREL,1,202
VALACYCLOVIR,1,202
AMILORIDE HCL,1,202
AZITHROMYCIN,1,202
LOSARTAN POTASSIUM,1,202
LEVOFLOXACIN,1,202
CEPHALEXIN,1,201
TRAMADOL HCL,1,201
GLIPIZIDE,1,201
FLUTICASONE PROPIONATE,1,201
HYDROXYZINE PAMOATE,1,201
MEGESTROL ACETATE,1,201
ATENOLOL,1,201
KLOR-CON M10,1,201
MIRTAZAPINE,1,200
CIPROFLOXACIN HCL,1,200
AMMONIUM LACTATE,1,200
CITALOPRAM HBR,1,200
CLONAZEPAM,1,200
HYDRALAZINE HCL,1,200
TRAMADOL HCL,1,200
NIFEDIPINE ER,1,200
CARVEDILOL,1,200
TRIAMCINOLONE ACETONIDE,1,200
CIPROFLOXACIN HCL,1,200
FLUDROCORTISONE ACETATE,1,200
VENLAFAXINE HCL ER,1,199
TRIHEXYPHENIDYL HCL,1,199
AMITRIPTYLINE HCL,1,199
IBUPROFEN,1,199
VERAPAMIL ER,1,199
FINASTERIDE,1,199
LEVETIRACETAM,1,199
VERAPAMIL ER,1,199
HYDROCORTISONE,1,199
ZOLPIDEM TARTRATE,1,198
DICYCLOMINE HCL,1,198
VERAPAMIL ER,1,198
OFLOXACIN,1,198
AMLODIPINE BESYLATE,1,198
DIPYRIDAMOLE,1,198
HYDROCHLOROTHIAZIDE,1,198
HYDROCORTISONE,1,198
WARFARIN SODIUM,1,197
CITALOPRAM HBR,1,197
ACETAMINOPHEN-CODEINE,1,197
ESTRADIOL,1,197
LANSOPRAZOLE,1,197
METFORMIN HCL ER,1,197
ATORVASTATIN CALCIUM,1,197
PANTOPRAZOLE SODIUM,1,197
CARVEDILOL,1,197
METFORMIN HCL,1,196
ROPINIROLE HCL,1,196
LOSARTAN POTASSIUM,1,196
PRAMIPEXOLE DIHYDROCHLORIDE,1,196
RAMIPRIL,1,196
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,196
DICYCLOMINE HCL,1,196
ALPRAZOLAM,1,196
BUSPIRONE HCL,1,196
KLOR-CON M20,1,196
ATORVASTATIN CALCIUM,1,196
CIPROFLOXACIN HCL,1,196
FOSINOPRIL SODIUM,1,196
HYDROCODONE-ACETAMINOPHEN,1,195
FINASTERIDE,1,195
METHYLPREDNISOLONE,1,195
ACETAMINOPHEN-CODEINE,1,195
IBUPROFEN,1,195
BENAZEPRIL HCL,1,195
CARVEDILOL,1,195
ALPRAZOLAM,1,195
OXYCODONE-ACETAMINOPHEN,1,195
BUMETANIDE,1,194
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,194
IBUPROFEN,1,194
SUMATRIPTAN SUCCINATE,1,194
BENAZEPRIL HCL,1,194
CARVEDILOL,1,194
ACETAMINOPHEN-CODEINE,1,193
CLOPIDOGREL,1,193
ATENOLOL,1,193
PREDNISONE,1,193
TAMSULOSIN HCL,1,193
LORAZEPAM,1,193
FLUVOXAMINE MALEATE,1,193
AZITHROMYCIN,1,192
AMOXICILLIN,1,192
AMLODIPINE BESYLATE,1,192
TRAMADOL HCL,1,192
GLIMEPIRIDE,1,192
METOPROLOL TARTRATE,1,192
METOCLOPRAMIDE HCL,1,192
LOVASTATIN,1,192
VENLAFAXINE HCL ER,1,192
PREDNISONE,1,192
HYDROCODONE-ACETAMINOPHEN,1,192
MORPHINE SULFATE,1,192
METOCLOPRAMIDE HCL,1,192
LISINOPRIL-HYDROCHLOROTHIAZIDE,1,191
HYDROCODONE-ACETAMINOPHEN,1,191
CEPHALEXIN,1,191
METFORMIN HCL ER,1,191
DILTIAZEM 24HR ER,1,191
ATENOLOL,1,191
ACETAMINOPHEN-CODEINE,1,191
CIPROFLOXACIN HCL,1,191
LISINOPRIL,1,191
IRBESARTAN,1,191
GEMFIBROZIL,1,191
METFORMIN HCL ER,1,191
IRBESARTAN,1,191
DIVALPROEX SODIUM,1,191
ESCITALOPRAM OXALATE,1,190
ALLOPURINOL,1,190
ANASTROZOLE,1,190
CEPHALEXIN,1,190
LIDOCAINE HCL,1,190
BENAZEPRIL HCL,1,190
LEVOFLOXACIN,1,190
METOPROLOL TARTRATE,1,190
PRAZOSIN HCL,1,190
WARFARIN SODIUM,1,189
FAMOTIDINE,1,189
ALPRAZOLAM,1,189
AMOXICILLIN,1,189
PEN NEEDLE,1,189
AMMONIUM LACTATE,1,189
CIPROFLOXACIN HCL,1,189
SIMVASTATIN,1,189
LORAZEPAM,1,189
ATENOLOL,1,189
KETOROLAC TROMETHAMINE,1,189
AMOXICILLIN-CLAVULANATE POTASS,1,189
TERAZOSIN HCL,1,188
TRAMADOL HCL-ACETAMINOPHEN,1,188
BENAZEPRIL HCL,1,188
MECLIZINE HCL,1,188
RANITIDINE HCL,1,188
WARFARIN SODIUM,1,188
PREDNISONE,1,188
WARFARIN SODIUM,1,188
CEPHALEXIN,1,188
AZITHROMYCIN,1,188
VERAPAMIL ER,1,188
CLINDAMYCIN HCL,1,188
METFORMIN HCL ER,1,188
TAMSULOSIN HCL,1,188
LAMOTRIGINE,1,188
AMOXICILLIN-CLAVULANATE POTASS,1,188
CARVEDILOL,1,187
QUINAPRIL HCL,1,187
TRIAMCINOLONE ACETONIDE,1,187
GLYBURIDE,1,187
AMITRIPTYLINE HCL,1,187
LAMOTRIGINE,1,187
CITALOPRAM HBR,1,187
CIPROFLOXACIN HCL,1,187
IBUPROFEN,1,186
WARFARIN SODIUM,1,186
DIAZEPAM,1,186
LATANOPROST,1,186
IBUPROFEN,1,186
CIPROFLOXACIN HCL,1,186
LEVOTHYROXINE SODIUM,1,186
CLINDAMYCIN HCL,1,185
OXYCODONE HCL,1,185
PEG 3350-ELECTROLYTE,1,185
ONDANSETRON ODT,1,185
SILVER SULFADIAZINE,1,185
CLOPIDOGREL,1,185
IRBESARTAN,1,185
LOSARTAN-HYDROCHLOROTHIAZIDE,1,185
CLOPIDOGREL,1,184
DIAZEPAM,2,184
ENALAPRIL-HYDROCHLOROTHIAZIDE,1,184
VENLAFAXINE HCL,1,184
AMOXICILLIN,1,184
ALLOPURINOL,1,184
LEVOXYL,1,184
CLONIDINE HCL,1,184
CLONIDINE HCL,1,184
AZITHROMYCIN,1,184
GLIPIZIDE,1,184
MECLIZINE HCL,1,184
SIMVASTATIN,1,184
SPIRONOLACTONE,1,183
AMLODIPINE BESYLATE,1,183
TRIHEXYPHENIDYL HCL,1,183
GEMFIBROZIL,1,183
HYDROCHLOROTHIAZIDE,1,183
IRBESARTAN,1,183
